NAME_0,NAME_1,NAME_2,GID_2,date_code,ndvi_value,date,year,source_file
Malawi,Mzimba,Mzimba Boma,MWI.17.1_1,001MOD13A2,0.5277444444444445,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mzimba,Mzuzu City,MWI.17.2_1,001MOD13A2,0.5069541666666667,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mzimba,SC Jaravikuba Munthali,MWI.17.3_1,001MOD13A2,0.5965428571428572,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mzimba,SC Kampingo Sibande,MWI.17.4_1,001MOD13A2,0.6380863030303031,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mzimba,SC Khosolo Gwaza Jere,MWI.17.5_1,001MOD13A2,0.620196044499382,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mzimba,TA Chindi,MWI.17.6_1,001MOD13A2,0.5141751499000667,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mzimba,TA M'Mbelwa,MWI.17.7_1,001MOD13A2,0.4913859470468432,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mzimba,TA Mabulabo,MWI.17.8_1,001MOD13A2,0.5499773437500001,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mzimba,TA Mpherembe,MWI.17.9_1,001MOD13A2,0.5401967914438502,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mzimba,TA Mtwalo,MWI.17.10_1,001MOD13A2,0.58985875,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mzimba,TA Mzikubola,MWI.17.11_1,001MOD13A2,0.6149092369477912,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mzimba,TA Mzukuzuku,MWI.17.12_1,001MOD13A2,0.5154813043478261,2013-01-01,2013,new2020_ndvi.csv
Malawi,Mzimba,Vwaza Marsh Game Reserve - Mzimba,MWI.17.13_1,001MOD13A2,0.6851038759689922,2013-01-01,2013,new2020_ndvi.csv
Malawi,Neno,Majete Game Reserve - Neno,MWI.18.1_1,001MOD13A2,0.8060307692307693,2013-01-01,2013,new2020_ndvi.csv
Malawi,Neno,TA Dambe,MWI.18.2_1,001MOD13A2,0.683859009009009,2013-01-01,2013,new2020_ndvi.csv
Malawi,Neno,TA Mlauli,MWI.18.3_1,001MOD13A2,0.7493389795918368,2013-01-01,2013,new2020_ndvi.csv
Malawi,Neno,TA Ngozi,MWI.18.4_1,001MOD13A2,0.718655985915493,2013-01-01,2013,new2020_ndvi.csv
Malawi,Neno,TA Symon,MWI.18.5_1,001MOD13A2,0.7394808450704226,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhata Bay,Lake Malawi,MWI.19.1_1,001MOD13A2,0.1278487017859823,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhata Bay,SC Fukamalaza,MWI.19.2_1,001MOD13A2,0.7611975000000001,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhata Bay,SC Malanda,MWI.19.3_1,001MOD13A2,0.738727972027972,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhata Bay,SC Nyaluwanga,MWI.19.4_1,001MOD13A2,0.7000444444444445,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhata Bay,SC Zilakoma,MWI.19.5_1,001MOD13A2,0.672593932038835,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhata Bay,TA Fukamapiri,MWI.19.6_1,001MOD13A2,0.7747133333333334,2013-01-01,2013,new2020_ndvi.csv
Malawi,Nkhata Bay,TA Kabunduli,MWI.19.7_1,001MOD13A2,0.6703631972789116,2013-01-01,2013,new2020_ndvi.csv
