ds,RAINFALL_MM,NDVI_VALUE,LST_VALUE
2028-11-25,0.3498060651973285,0.7128958668451157,25.19454387285976
2028-12-11,6.554623724251572,0.6951004686181389,25.206877762257797
2028-12-27,6.6108116687442955,0.728987202987508,21.68545804683682
2029-01-12,9.358995354073928,0.7728579155707361,17.92680572973776
2029-01-28,2.0553349612204155,0.762599324353474,19.47479880009536
2029-02-13,17.697270033674855,0.800968889480743,17.835284183916524
2029-03-01,17.75848699900276,0.8310087281668926,16.621182867132312
2029-03-17,-1.855824851274865,0.8156712713162867,16.87344678436663
2029-04-02,7.104732509255946,0.8297400459801884,16.534329070244045
2029-04-18,1.2399100186169973,0.8481714784411686,16.787973186702747
2029-05-04,4.341091350041276,0.816823195021905,15.042332924099085
2029-05-20,2.983287078712774,0.8027964815092705,15.638068029361746
